Name,Price,LeaseType,PropertyType,Size,Furnished,Bedrooms,Bathrooms,Medianpsf,Views,Latitude,Longitude,Address
"Section 2, Wangsa Maju",260000.0,1,5,900.0,Unfurnished,3,2,288.89,7,3.2102107386000003,101.73508286479999,"Seksyen 2, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Taman Melawati, Kuala Lumpur",1250000.0,1,7,5000.0,Semi Furnished,9,3,250.0,4,3.216745,101.748247,"Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan"
"Sri Suajaya, Sentul",430000.0,1,2,1500.0,Semi Furnished,4,2,286.67,19,3.2006877259,101.69063866139999,"Jalan Sentul Pasar, Sentul, 51000 Kuala Lumpur, Wilayah Persekutuan"
"Fera Residence @ The Quartz, Wangsa Maju",550000.0,1,2,688.0,Semi Furnished,3,2,799.42,16,3.1919359028,101.73768997190001,"Jalan 34/26, Seksyen 10, Wangsa Maju, 53300 Kuala Lumpur"
"Medan Idaman, Setapak",1100000.0,1,3,2900.0,Semi Furnished,5,4,379.31,3,3.2085853402999995,101.71192526799999,"Setapak, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Duta Tropika, Dutamas",4380000.0,1,8,3800.0,Semi Furnished,5,5,1152.63,2,3.169633,101.665453,"Jalan Dutamas 1, Off Jalan Duta, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Titiwangsa Sentral, Titiwangsa",570000.0,1,2,1100.0,Fully Furnished,3,2,518.18,20,3.1710308489,101.6965636611,"Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan"
"Taman Setapak Jaya, Setapak",250000.0,1,3,580.0,Unfurnished,3,2,431.03,2,3.1907147122,101.7279911041,"Taman Setapak Jaya, Setapak"
"Desa Sri Hartamas, Sri Hartamas",3500000.0,1,9,4500.0,Unfurnished,3,0,777.78,2,3.160184,101.649156,"Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan"
"VERVE Suites, Old Klang Road",530000.0,1,2,551.0,Fully Furnished,1,1,961.89,22,3.0921791836000003,101.6741350293,"Jalan Klang Lama, 58000 Kuala Lumpur, Wilayah Persekutuan"
"The Hermington, Kuchai Lama",480000.0,1,2,1075.0,Semi Furnished,3,2,446.51,23,3.0933147838,101.67988300319999,"Off Jalan Kuchai Lama, Kuchai Lama, 58200 Kuala Lumpur"
"V Residence 2 @ Sunway Velocity, Cheras",714000.0,2,2,883.0,Semi Furnished,3,2,808.61,20,3.1302104134,101.7231845856,"Lot 392, Batu 2 1/2, Jalan Cheras, 55100 Kuala Lumpur, Wilayah Persekutuan"
"Continew, Pudu",840800.0,1,2,880.0,Semi Furnished,2,2,955.45,20,3.1339151051,101.71753028010001,"27, Jalan Yew, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
"Continew, Pudu",600000.0,1,2,610000.0,Fully Furnished,2,2,0.98,20,3.1339151051,101.71753028010001,"27, Jalan Yew, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
"Kuchai Sentral, Kuchai Lama",445000.0,1,2,848.0,Semi Furnished,2,2,524.76,18,3.0886896,101.6851257,"Kuchai Sentral, Kuchai Lama"
"216 Residences, Kuchai Lama",458380.0,1,2,804.0,Semi Furnished,2,2,570.12,19,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"216 Residences, Kuchai Lama",462645.0,1,2,832.0,Semi Furnished,2,2,556.06,18,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"216 Residences, Kuchai Lama",507144.0,1,2,854.0,Semi Furnished,3,2,593.85,17,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"The Goodwood Residence, Bangsar South",676000.0,1,2,947.0,Semi Furnished,3,2,713.83,10,3.1085515,101.6644477,"Bangsar South, 59200 Kuala Lumpur"
"Tria Residences @ 9 Seputeh, Old Klang Road",635000.0,1,2,764.0,Fully Furnished,2,2,831.15,8,3.1079882565,101.67706679540001,"Off Jalan Klang Lama, 58100 Jalan Klang Lama, Kuala Lumpur"
"The Rosewoodz Residences, Bukit Jalil",480000.0,1,2,780.0,Fully Furnished,2,2,615.38,12,3.0621101000000004,101.6615753,"The Rosewoodz Residences, Bukit Jalil"
"Vivo Residential @ 9 Seputeh, Old Klang Road",1679860.0,1,1,2470.0,Semi Furnished,5,6,680.11,4,3.1059348628,101.6767501831,"Jalan Klang Lama, Batu 3 1/2, 58100 Kuala Lumpur, Wilayah Persekutuan"
"Metro Cheras, Batu 9 Cheras",430500.0,1,2,720.0,Semi Furnished,2,2,597.92,6,3.0631781145,101.7744362354,"Metro Cheras, Batu 9 Cheras"
"216 Residences, Kuchai Lama",508376.0,1,2,847.0,Semi Furnished,3,2,600.21,6,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"Platinum Arena, Old Klang Road",329000.0,1,1,660.0,Semi Furnished,2,1,498.48,3,3.082,101.663714,"Platinum Arena, Old Klang Road"
"Metro Cheras, Batu 9 Cheras",448000.0,1,2,850.0,Semi Furnished,2,2,527.06,5,3.0631781145,101.7744362354,"Metro Cheras, Batu 9 Cheras"
"Parc 3, Cheras",1017212.0,1,2,1470.0,Semi Furnished,4,2,691.98,6,3.1218972253,101.7306733131,"Jalan Pudu Perdana, Taman Pudu Ulu, 56100 Kuala Lumpur, Wilayah Persekutuan"
"Tria Residences @ 9 Seputeh, Old Klang Road",1216608.0,1,2,1733.0,Fully Furnished,5,3,702.02,3,3.1079882565,101.67706679540001,"Off Jalan Klang Lama, 58100 Jalan Klang Lama, Kuala Lumpur"
"216 Residences, Kuchai Lama",467805.0,1,2,832.0,Semi Furnished,2,2,562.27,3,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"Bliss Bayu Gasing Residency, Old Klang Road",400000.0,1,2,700.0,Semi Furnished,2,2,571.43,4,3.1042316000000003,101.6777153,"Bliss Bayu Gasing Residency, Old Klang Road"
"PV9 Residences, Setapak",600000.0,1,2,1300.0,Unfurnished,4,3,461.54,5,3.2177005000000003,101.7245928,"Taman Melati, Setapak, 53100 Kuala Lumpur"
"216 Residences, Kuchai Lama",611856.0,1,2,1023.0,Semi Furnished,3,2,598.1,4,3.0917185153,101.6832518578,"Jalan Kuchai Jaya, Taman Kuchai Jaya, 58200 Kuala Lumpur"
"M Adora, Wangsa Maju",550000.0,1,2,1002.0,Semi Furnished,4,3,548.9,3,3.2042545143,101.74629282209999,"Jalan Wangsa Melawati 1, Wangsa Maju, 53300 Kuala Lumpur"
"Kuchai East, Kuchai Lama",504900.0,1,2,1004.0,Semi Furnished,3,2,502.89,3,3.0862426324000003,101.6925299167,"Jalan Kuchai Maju 13, 58200 Kuchai Lama, Kuala Lumpur"
"Waltz Residences, Kuala Lumpur",900000.0,1,2,1250.0,Fully Furnished,4,3,720.0,3,3.0680881,101.6725769,"Waltz Residences, Kuala Lumpur"
"The Hermington, Kuchai Lama",440000.0,1,2,1075.0,Semi Furnished,4,3,409.3,3,3.0933147838,101.67988300319999,"Off Jalan Kuchai Lama, Kuchai Lama, 58200 Kuala Lumpur"
"Parc 3, Cheras",824250.0,1,2,1099.0,Semi Furnished,3,3,750.0,5,3.1218972253,101.7306733131,"Jalan Pudu Perdana, Taman Pudu Ulu, 56100 Kuala Lumpur, Wilayah Persekutuan"
"The Como, Bukit Jalil",630000.0,1,2,909.0,Semi Furnished,3,2,693.07,8,3.0590245,101.6589937,"The Como, Bukit Jalil"
"The Tropika, Bukit Jalil",889000.0,1,2,1318.0,Semi Furnished,3,2,674.51,8,3.0555613789,101.67794650450001,"Lot 36470 Mukim Petaling , Wilayah Persekutuan, KL"
"Kenwingston Avenue, Sungai Besi",380000.0,1,1,650.0,Fully Furnished,2,2,584.62,3,3.082699692,101.70042471110001,"Kenwingston Avenue, Sungai Besi"
"Oxley Towers, Kuala Lumpur",2000000.0,1,2,1000.0,Fully Furnished,3,2,2000.0,3,3.1591346,101.7150595,"Oxley Towers, Kuala Lumpur"
"Tria Residences @ 9 Seputeh, Old Klang Road",1450240.0,1,2,2013.0,Fully Furnished,5,5,720.44,3,3.1079882565,101.67706679540001,"Off Jalan Klang Lama, 58100 Jalan Klang Lama, Kuala Lumpur"
"Tria Residences @ 9 Seputeh, Old Klang Road",3370000.0,1,2,4347.0,Semi Furnished,7,6,775.25,3,3.1079882565,101.67706679540001,"Off Jalan Klang Lama, 58100 Jalan Klang Lama, Kuala Lumpur"
"The Maple Residences, Old Klang Road",750000.0,1,1,950.0,Semi Furnished,4,2,789.47,3,3.0643039,101.6821876,"The Maple Residences, Old Klang Road"
"8th & Stellar, Sri Petaling",520000.0,1,2,831.0,Fully Furnished,3,2,625.75,3,3.0718605,101.7014501,"8th & Stellar, Sri Petaling"
"Kuchai East, Kuchai Lama",370000.0,1,1,600.0,Semi Furnished,1,1,616.67,4,3.0862426324000003,101.6925299167,"Jalan Kuchai Maju 13, 58200 Kuchai Lama, Kuala Lumpur"
"Avara Seputeh, Old Klang Road",680000.0,1,2,807.0,Semi Furnished,2,2,842.63,3,3.1130816032,101.67906974489999,"Jalan Seputeh, 58000 Kuala Lumpur"
"Tria Residences @ 9 Seputeh, Old Klang Road",670000.0,1,2,797.0,Fully Furnished,2,2,840.65,3,3.1079882565,101.67706679540001,"Off Jalan Klang Lama, 58100 Jalan Klang Lama, Kuala Lumpur"
"Vivo Residential @ 9 Seputeh, Old Klang Road",820000.0,1,2,1238.0,Semi Furnished,3,2,662.36,3,3.1059348628,101.6767501831,"Jalan Klang Lama, Batu 3 1/2, 58100 Kuala Lumpur, Wilayah Persekutuan"
"Parc 3, Cheras",566102.0,1,2,686.0,Unfurnished,2,2,825.22,6,3.1218972253,101.7306733131,"Jalan Pudu Perdana, Taman Pudu Ulu, 56100 Kuala Lumpur, Wilayah Persekutuan"
"The Z Residence, Bukit Jalil",660000.0,1,1,1410.0,Fully Furnished,3,2,468.09,9,3.0644530210000003,101.6653186083,"Jalan 5/155, Taman Industry Bukit OUG, 58200 Bukit Jalil, Kuala Lumpur"
"D'Sands Residence, Old Klang Road",720000.0,1,2,1048.0,Semi Furnished,3,2,687.02,3,3.0849155988,101.6632962227,"Jalan Kampong Pasir, Kampung Pasir, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Twin Arkz, Bukit Jalil",800000.0,1,1,1025.0,Fully Furnished,3,2,780.49,6,3.0524109860000004,101.67941093440001,"Jalan Jalil Perkasa 3, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Glomac Damansara, TTDI",1050000.0,1,1,1313.0,Fully Furnished,3,2,799.7,5,3.132952894,101.6297900677,"Glomac Damansara, Jalan Damansara, 60000 Kuala Lumpur, Wilayah Persekutuan"
"Midfields, Sungai Besi",485000.0,1,2,1074.0,Semi Furnished,3,2,451.58,3,3.0974072198,101.70054674149999,"Jalan 6/108c, Taman Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur."
"Glomac Damansara Residences, TTDI",860000.0,1,1,1102.0,Semi Furnished,3,2,780.0,4,3.133949184,101.63005828860001,"Jalan Damansara, Taman Tun Dr. Ismail, 60000 Kuala Lumpur"
"Glomac Damansara Residences, TTDI",858000.0,1,1,1022.0,Fully Furnished,3,2,839.53,4,3.133949184,101.63005828860001,"Jalan Damansara, Taman Tun Dr. Ismail, 60000 Kuala Lumpur"
"Midfields, Sungai Besi",488000.0,1,2,1180.0,Semi Furnished,3,2,413.56,3,3.0974072198,101.70054674149999,"Jalan 6/108c, Taman Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur."
"Glomac Damansara, TTDI",855000.0,1,1,1010.0,Semi Furnished,3,2,846.53,3,3.132952894,101.6297900677,"Glomac Damansara, Jalan Damansara, 60000 Kuala Lumpur, Wilayah Persekutuan"
"Twin Arkz, Bukit Jalil",2100000.0,1,2,2365.0,Semi Furnished,5,4,887.95,9,3.0524109860000004,101.67941093440001,"Jalan Jalil Perkasa 3, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Twin Arkz, Bukit Jalil",2100000.0,1,2,2365.0,Semi Furnished,5,4,887.95,10,3.0524109860000004,101.67941093440001,"Jalan Jalil Perkasa 3, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Glomac Damansara, TTDI",799999.0,1,1,876.0,Semi Furnished,2,2,913.24,2,3.132952894,101.6297900677,"Glomac Damansara, Jalan Damansara, 60000 Kuala Lumpur, Wilayah Persekutuan"
"28 Dutamas, Dutamas",760000.0,1,2,1467.0,Unfurnished,4,3,518.06,4,3.1793115077,101.6562151909,"No. 28 Jalan Dutamas Raya, Taman Segambut SPPK, 52100 Kuala Lumpur, Wilayah Persekutuan"
"288 Residences, Kuchai Lama",579999.0,1,2,1215.0,Semi Furnished,3,2,477.37,3,3.0811445145,101.6879189014,"Jalan Riangria, Taman Gembira, 57100 Kuala Lumpur, Wilayah Persekutuan"
"Prima Duta, Dutamas",555000.0,1,2,1580.0,Semi Furnished,3,3,351.27,4,3.18079,101.661,"No. 12, Jalan Dutamas Raya, Taman Segambut Sppk, 51200 Kuala Lumpur, Wilayah Persekutuan"
"SkyLuxe On The Park, Bukit Jalil",860000.0,1,1,1011.0,Semi Furnished,3,2,850.64,6,3.0538680365,101.67610645290002,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Gembira Residen, Kuchai Lama",778000.0,1,2,1392.0,Semi Furnished,3,3,558.91,3,3.0820980001,101.68657511469999,"Jalan Senang Ria, Off Jalan Gembira, Taman Gembira, 58200 Kuala Lumpur, WIlayah Persekutuan"
"Twin Arkz, Bukit Jalil",865000.0,1,1,1170.0,Semi Furnished,3,2,739.32,6,3.0524109860000004,101.67941093440001,"Jalan Jalil Perkasa 3, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Vivo Residential @ 9 Seputeh, Old Klang Road",803000.0,1,1,1388.0,Semi Furnished,3,2,578.53,3,3.1059348628,101.6767501831,"Jalan Klang Lama, Batu 3 1/2, 58100 Kuala Lumpur, Wilayah Persekutuan"
"The Z Residence, Bukit Jalil",580000.0,1,2,1032.0,Unfurnished,3,2,562.02,7,3.0644530210000003,101.6653186083,"Jalan 5/155, Taman Industry Bukit OUG, 58200 Bukit Jalil, Kuala Lumpur"
"Puteri Palma 2, IOI Resort City",875000.0,1,2,1647.0,Fully Furnished,3,3,531.27,5,2.965477235,101.7137056589,"IOI Resort, 62502 Putrajaya, Wilayah Persekutuan"
"Aradia Residence @ Lake City, Kuala Lumpur",570000.0,1,2,943.0,Semi Furnished,3,2,604.45,5,3.213923,101.6695903,"Aradia Residence @ Lake City, Kuala Lumpur"
"Lake City @ KL North, Kuala Lumpur",350000.0,1,2,548.0,Semi Furnished,1,1,638.69,9,3.2137762000000003,101.6695833,"Lake City @ KL North, Kuala Lumpur"
"Precinct 8, Putrajaya",845000.0,1,3,2000.0,Semi Furnished,3,3,422.5,4,2.9339226755000003,101.68200731280001,"Precinct 8, 62250 Putrajaya, Wilayah Persekutuan"
"SkyLuxe On The Park, Bukit Jalil",718000.0,1,2,1300.0,Fully Furnished,4,2,552.31,12,3.0538680365,101.67610645290002,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000 Kuala Lumpur, Wilayah Persekutuan"
"Aradia Residence @ Lake City, Kuala Lumpur",570000.0,1,2,943.0,Semi Furnished,3,2,604.45,6,3.213923,101.6695903,"Aradia Residence @ Lake City, Kuala Lumpur"
"KL Traders Square, Kuala Lumpur",360000.0,1,2,918.0,Unfurnished,4,2,392.16,68,3.2045333626,101.702542305,"No. 289, Jalan Gombak Batu 4, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Cengal Condominium, Bandar Sri Permaisuri",385000.0,1,2,927.0,Semi Furnished,3,2,415.32,6,3.0992070296,101.71059429649999,"Jalan Sri Permaisuri 3, Bandar Sri Permaisuri, 56000 Kuala Lumpur"
"Country Heights Damansara, Kuala Lumpur",12000000.0,1,10,8500.0,Semi Furnished,6,7,1411.76,7,3.17861,101.628428,"Jalan Sungai Penchala, Kampung Sungai Penchala, 60000 Penchala, Kuala Lumpur, Wilayah Persekutuan"
"Pinnacle, Sri Petaling",485000.0,1,1,694.0,Unfurnished,2,2,698.85,8,3.0683527258,101.6941738129,"Jalan Radin Anum 1, Bandar Baru Sri Petaling, 57000 Kuala Lumpur"
"Prima Setapak I, Setapak",660000.0,1,2,2400.0,Semi Furnished,9,4,275.0,4,3.198642,101.711619,"Jalan Prima Setapak 1, 53100 Kuala Lumpur, Wilayah Persekutuan"
"Titiwangsa Sentral, Titiwangsa",650000.0,1,2,1100.0,Semi Furnished,3,2,590.91,4,3.1710308489,101.6965636611,"Titiwangsa Sentral, 50400 Kuala Lumpur, Wilayah Persekutuan"
"Heritage, Setapak",387000.0,1,2,1200.0,Fully Furnished,3,2,322.5,4,3.1860013316000004,101.70101881030001,"Jalan Pahang, Sentul Pasar, Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Plaza 138, KLCC",1280000.0,1,11,1400.0,Semi Furnished,2,1,914.29,4,3.158835,101.708121,"No. 138, Jalan Ampang, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan"
"Section 3, Bandar Mahkota Cheras",1250000.0,1,7,4080.0,Semi Furnished,4,5,306.37,5,3.0625031633,101.7895853519,"Bandar Mahkota Cheras, 43200 Cheras, Selangor"
"Taman Wangsa Permai, Kepong",2500000.0,1,12,3700.0,Unfurnished,3,2,675.68,6,3.208518,101.608858,"Taman Wangsa Permai, 52200 Kuala Lumpur, Wilayah Persekutuan"
"Kiara Hills, Mont Kiara",3600000.0,1,4,4600.0,Semi Furnished,4,6,782.61,7,3.162713,101.646538,"Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan"
"The Elements, Ampang Hilir",450000.0,1,2,705.0,Fully Furnished,1,1,638.3,7,3.1612557298,101.74811303620001,"Jalan Ampang Ulu, Ampang, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Precinct 8, Putrajaya",899000.0,1,3,2200.0,Unfurnished,4,3,408.64,4,2.9339226755000003,101.68200731280001,"Precinct 8, 62250 Putrajaya, Wilayah Persekutuan"
"Sri Bangsar Apartment, Bangsar",638000.0,1,5,1254.0,Semi Furnished,2,2,508.77,7,3.1301729185000005,101.6782361269,"Lengkok Abdullah, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan"
"OUG Parklane, Old Klang Road",418000.0,1,2,950.0,Semi Furnished,3,2,440.0,7,3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Diamond Residences, Setapak",400000.0,1,2,993.0,Semi Furnished,3,2,402.82,4,3.196296,101.706887,"No. 5, Jalan 4/50, Taman P. Ramlee, 53000 Kuala Lumpur, Wilayah Persekutuan"
"Le Yuan Residence, Kuchai Lama",1050000.0,1,2,1710.0,Fully Furnished,4,4,614.04,4,3.0793768141,101.6892385483,"Jalan 6/127a, Off Jalan Senang Ria, Happy Garden, 58200 Kuala Lumpur, Wilayah Persekutuan"
"myHabitat, KLCC",1140000.0,1,2,883.0,Fully Furnished,2,1,1291.05,5,3.1626060000000003,101.72017,"Jalan Aman, Off Jalan Tun Razak, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Wangsa Metroview, Wangsa Maju",452000.0,1,2,1150.0,Unfurnished,3,2,393.04,4,3.2046297711,101.73562467100001,"No. 1A, Jalan Metro Wangsa, Wangsa Maju, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Sinaran @ Wangsa Maju, Wangsa Maju",700000.0,1,2,880.0,Semi Furnished,3,2,795.45,4,3.2010623,101.7329257,"Sinaran @ Wangsa Maju, Wangsa Maju"
"Suria Jelatek Residence, Ampang Hilir",530000.0,1,2,1000.0,Fully Furnished,3,2,530.0,6,3.1631089924,101.73553884030001,"No.7 Ampang Hilir, Jalan Jelatek, 54200 Kuala Lumpur, Wilayah Persekutuan"
"Areca Residence, Kepong",3000000.0,1,7,3387.0,Semi Furnished,6,6,885.74,4,3.2143124,101.6487888,"Areca Residence, Kepong"
"M Suites, Ampang Hilir",1680000.0,1,2,1630.0,Fully Furnished,4,3,1030.67,5,3.160109,101.735394,"No. 283 Jalan Ampang, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan"
"Taman Sri Rampai, Setapak",550000.0,1,3,880.0,Semi Furnished,3,2,625.0,4,3.1970777418000003,101.7337203026,"Taman Sri Rampai, 53300 Kuala Lumpur, Wilayah Persekutuan"
"M Suites, Ampang Hilir",780000.0,1,2,820.0,Fully Furnished,1,1,951.22,4,3.160109,101.735394,"No. 283 Jalan Ampang, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan"
"OUG Parklane, Old Klang Road",450000.0,1,2,950.0,Semi Furnished,3,2,473.68,6,3.0669385488,101.6592890024,"Taman OUG Parklane, Jalan Puchong, Off Old Klang Road, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Maytower, Dang Wangi",360000.0,1,2,439.0,Fully Furnished,1,1,820.05,6,3.154207,101.698101,"No. 7, Jalan Munshi Abdullah, 50100 Kuala Lumpur, Wilayah Persekutuan"
"D-Villa Residence, Ampang Hilir",428000.0,1,2,600.0,Fully Furnished,1,1,713.33,4,3.1596274271,101.7266017199,"No. 225 Jalan Ampang, D-Villa Residences, Holiday Villa, Ampang Hilir, 50450 Kuala Lumpur"
"Menara Polo, Ampang Hilir",550000.0,1,2,1485.0,Semi Furnished,3,2,370.37,4,3.150532,101.738892,"Jalan 2/76e, Desa Pandan, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur"
"Taman Kok Lian, Jalan Ipoh",7500000.0,1,9,10000.0,Unfurnished,3,3,750.0,5,3.2008484074,101.67484045030001,"Taman Kok Lian, 51200 Kuala Lumpur, Wilayah Persekutuan"
"You Residences @ You City, Batu 9 Cheras",655000.0,1,1,1453.0,Fully Furnished,4,3,450.79,7,3.0764842072000005,101.7619746923,"Jalan Kinabalu, Batu 9 Cheras, 43200 Cheras South, Kuala Lumpur, Wilayah Persekutuan"
"Prima Setapak I, Setapak",420000.0,1,2,1900.0,Semi Furnished,3,2,221.05,5,3.198642,101.711619,"Jalan Prima Setapak 1, 53100 Kuala Lumpur, Wilayah Persekutuan"
"The Binjai On The Park, KLCC",8680000.0,1,2,3218.0,Fully Furnished,4,5,2697.33,6,3.15475,101.718,"Jalan Binjai, Kuala Lumpur City Centre, 50450 Kuala Lumpur, Wilayah Persekutuan"
"Desa Sri Hartamas, Sri Hartamas",3500000.0,1,9,5000.0,Unfurnished,3,3,700.0,5,3.160184,101.649156,"Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan"
"Platinum Lake PV21, Setapak",388000.0,1,2,900.0,Fully Furnished,2,2,431.11,4,3.1983953339,101.7210173607,"Platinum Lake PV21, Setapak"
"Idaman Putera, Setapak",380000.0,1,2,1335.0,Unfurnished,4,3,284.64,8,3.2114051259,101.7127427459,"Jalan Meranti, Taman Setapak, 53000 Kuala Lumpur, Wilayah Persekutuan"
"StarParc Point, Setapak",416000.0,1,9,1280.0,Unfurnished,3,3,325.0,8,3.2047208236,101.72207683319999,"Jalan Taman Ibu Kota, Off Jalan Genting Klang, Setapak, 53300 Kuala Lumpur, Wilayah Persekutuan"
"Jalan Kampung Pandan, Desa Pandan",420000.0,1,11,1650.0,Semi Furnished,3,2,254.55,23,3.1449083113,101.73228263850001,"Jalan Kampung Pandan, Desa Pandan"
"Pavilion Hilltop, Mont Kiara",2900000.0,1,2,2702.0,Fully Furnished,5,5,1073.28,44,3.1693757805,101.65762603280001,"Mont Kiara, Kuala Lumpur, Wilayah Persekutuan"
"Taman OUG, Old Klang Road",1650000.0,1,7,2200.0,Fully Furnished,4,3,750.0,44,3.073409,101.676879,"Taman Overseas Union, 58200 Kuala Lumpur, Wilayah Persekutuan"
"Damansara Foresta, Bandar Sri Damansara",850000.0,1,2,1610.0,Semi Furnished,4,3,527.95,42,3.1812236555,101.6120553017,"Persiaran Meranti, Bandar Sri Damansara, 47820 Selangor"
"Damansara Foresta, Bandar Sri Damansara",880000.0,1,2,1493.0,Fully Furnished,3,3,589.42,37,3.1812236555,101.6120553017,"Persiaran Meranti, Bandar Sri Damansara, 47820 Selangor"
"Binjai Residency, KLCC",1850000.0,1,2,2208.0,Semi Furnished,5,4,837.86,56,3.15918,101.717,"Jalan Binjai, 50450 Kuala Lumpur, Wilayah Persekutuan"
